(continuacion tabla 6) polera de niño	2
(continuacion tabla 8) cañeria de freno	5
(continuacion tabla 8) rodamiento de masa	5
(corriente a granel)	0
(corsa) chevrolet	5
(dama) chaleco polar	2
(dama) traje de baño	2
(de cerdo) jamon a granel	0
(dia 7) mixing bowl (ensalada)	3
(electro) arreglo foco)	5
(en bolsa) te envasado	0
(eventos baby shower) conjunto de bebe regalo	2
(examen) rx radiografia panoramica	4
(fantasia) bebida	0
(feria) avena instantanea	0
(fresca) lechuga	0
(galletero) esmeril angular	3
(galvanizado)(rollo de alambre)	3
(grande) alfombra chagy	3
(hombre - cuero) compra cinturon	2
(hombre) ropa chaleco y chaqueta , camisa	2
(ilegible) ( pasajes urbanos)	5
(ilegible) (remedio esclerosis multiple)	4
(ilegible) (zapato) (chala mujer playera)	2
(ilegible) + mano de obra	5
(ilegible) + pantalon + polera colegio	2
(ilegible) 100 mg caps.	4
(ilegible) 20 mg 1 caja omeprazol	4
(ilegible) 20 mg anticoagulante	4
(ilegible) 20 und. cigarros	1
(ilegible) 20 unidades anticoagulante	4
(ilegible) ablandador de ropa en polvo	3
(ilegible) ambulancia sos	4
(ilegible) antigripal caja comprimidos	4
(ilegible) bebe (mitones + pilucho + camiseta)	2
(ilegible) blca molida pimientas molida	0
(ilegible) calza colegio para mujer	2
(ilegible) cama (nuevo)	3
(ilegible) cambio aceite vehiculo y filtro de aire	5
(ilegible) celular	6
(ilegible) cerveza escudo	1
(ilegible) china antigripal	4
(ilegible) de leche	0
(ilegible) de medias pantys	2
(ilegible) del auto nissan v16	5
(ilegible) en tableta	4
(ilegible) esponja lavaloza	3
(ilegible) estabilizador de animo	4
(ilegible) fast 125	4
(ilegible) glide super	3
(ilegible) hombre	2
(ilegible) hombre adulto	2
(ilegible) manteca	0
(ilegible) mantequilla 250 grs	0
(ilegible) para artrosis	4
(ilegible) pares de calcetin	2
(ilegible) pastillas anticonceptivas	4
(ilegible) pollo sadia congelado	0
(ilegible) reduccion colesterol	4
(ilegible) sal de fruta envasado	4
(ilegible) sandia	0
(ilegible) servicio de atencion medica a domicilio	4
(ilegible) servilletas de papel	3
(ilegible) sodico remedio antinflamatorio	4
(ilegible) sol auto	5
(ilegible) telas para living	3
(ilegible) vitaminas infantil	4
(ilegible) xr 500 mg diabetes	4
(iligible) salchichas	0
(jeans + poleras + ropa interior)	2
(k) clavos	3
(kg) leche	0
(licor aspritz ross) licor de naranja dulce	1
(linea colectivo) pasaje colectivo	5
(lo cerje) crema antihongos	4
(lt) agua refrigerante radiador	5
(medicamentos reflujo) hijo	4
(medicamentos) euterox y primaquin	4
(medicamentos) no sabe el detalle	4
(menaje) recargador de azucar	3
(metros) papel de aluminio	3
(micro "6") pasaje	5
(micro) pasaje casa-trabajo	5
(micro) pasaje trabajo-casa	5
(morron) fresco	0
(navila) 2 cajas al mes comprimidos	4
(once) laminas cecina cerdo	0
(otros recuerdos para regalo) tetera	3
(pack) desinfectante spray lider	3
(pack) toalla nova	3
(pack). juguera + tostadora electrica + sandwichera	3
(pantalon + blusas + poleras)	2
(pantalon + polera de mujer)	2
(paquete) cilantro fresco	0
(paquete) vienesas pollo (envasada)	0
(par) guantes de goma	3
(par) lentes opticos	4
(par) zapatillas hombre	2
(pasaej colectivo) pasaje	5
(pasaje colectivo) pasajes	5
(pasaje) colectivo linea 9019	5
(polerones manga larga hombre)	2
(poner a punto gases) mano de obra	5
(pote) margarina	0
(productos para seo automovil, silicona en sptay + 1 cera)	5
(recarga metro) ticket metro	5
(reg) pan corriente hallulla granel	0
(regalo de cumpleaños niño)poleron	2
(regalo dia del padre) chaqueta hombre	2
(regalo matrimonio) 1 bateria de cocina 7 piezas	3
(remedio para el corazon, no conoce desglose)	4
(repuestos para el vehiculo) focos traseros	5
(resistencia a la insulina) hipoglucin	4
(ropa de hombre) camisas	2
(ropa de mujer) polera	2
(ropa) detergente liquido (botella)	3
(sillones) living	3
(snickers almendra) chocolate	0
(suero) en polvo- sachet	4
(tabla 4) lentes opticos	4
(tabla 6 ) pantalon de niño	2
(tabla 6) blusa mujer	2
(tabla 6) body mujer (pack x 3)	2
(tabla 6) pantalon de tela para mujer	2
(tabla 6) ropa interior dama (calzones)	2
(taxi) pasaje	5
(telefono motorola prepag. 10.000- chip en llamadas)	6
(tiroide, de sangre) orina diabetes de sangre) examen para ver las defensas de sangre	4
(transporte) carrera taxi	5
(unidades) pan corriente, hallulla a granel	0
(vestidos + poleras mujer + shorts mujer)	2
(viaje) iqq -pica pasajes en mini bus	5
(viaje) pasajes de ida	5
(vuelta) pasaje en particular	5
(x2) calcio carbonato + vitamina d	4
+ materiales electricos + cables + cajas + enchufes + soquete	3
+ pantalon mujer + 3 poleras mujer + chaleco mujer	2
+bombones rellenos	0
+panti media pantalon	2
+pasajes avion	5
+ropa variada de hombre	2
,argarina di	0
- anticonceptivos ciclidon 20 cd	4
- colageno artritis	4
- diclogel gel a 2490	4
- gel de masajes antiinflamatorio artritis	4
- pasajes de bus (linea 2)	5
-99 grs pack 20 unid chocolate relleno con mani	0
-99 grs pan pita blanco envasado	0
-99 grs presas de pollo (trutro)	0
-99 grs sopa maruchan/ sopa instantanea	0
-99 grs tallarines secos	0
-99 jeans + -99 sweater pepe jeans	2
-99 jeans hombre, mujer y niño + -99 poleras hombre, mujer y niño	2
-99 ml kapo jugo fantasia	0
-99 ml leche milo en caja	0
-99 remedios desautomonia	4
-99 ropa de vestidora	2
-99 ropa mujer	2
-99 ropa mujer blusas	2
-99 ropa niño	2
-99 ropa niño + -99 lenceeria	2
-99 und genero tela + -99 und cintas de tela	2
-99 und pan corriente a granel + -99 und	0
-tratamiento en pastillas (medico) para la prostata	4
.jugo en polvo y en sobre, sabores	0
.medicamento glafonil xr 500 30 compuestos	4
.pan molde integral especial a granel	0
0.040 kg jamon colonial pf	0
0.08 minutos estacionamiento	5
0.5 mts de macrame tela	2
04 marraquetas granel frescas	0
06 marraquetas- frescas granel	0
06 marraquetas- granel frescas	0
0torvastatina colesterol	4
1 + 1 cereal + yogurth	0
1 + 1 chocolate	0
1 + 1 postre	0
1 + 1 yoghurt con cereal	0
1 + 1 yogurt	0
1 + 1 yogurt + cereal	0
1 + 1 yogurt con cereal	0
1 +1 yogurt + cereal	0
1 - 2 - 3 electrodomestico para alimentos	3
1 1/2 kg carne vacuno + 1 kg pulpa de cerdo + 5 und pollo trutro	0
1 1/2 kg pan marraqueta + hallulla corriente a granel	0
1 1/2 lt bebida energizante	0
1 1/2 vino clos de pirque tinto	1
1 abrigo mujer+1 chaleco mujer	2
1 abrillantador + limpia piso flotante liquido	3
1 acaja de levori gotax x 30 pastillas para la alergia	4
1 aceite automovil + 1 plumillas + 1 filtro aceite	5
1 agua mineral con gas	0
1 agua oxigenada + 1 fenokomp	4
1 agua para lentes opticos	4
1 ajo	0
1 alenys (para alergia) liquido inhalador	4
1 amiodarona medicamento corazon	4
1 amoxicilina + 1 caja prednisona	4
1 analgesico + 1 gotas para el dolor de estomago	4
1 analisis de sangre completo infantil + 1 analisis de sangre completo infantil	4
1 ansiolitico (1 pastillas diarias)	4
1 anticonceptivo inyectable meseyna	4
1 anticonceptivos	4
1 aromatizante para auto	5
1 arreglo frenos + 1 cambio balatas + 1 cambio pastillas + trabajo vendido s/desglose	5
1 arriendo vehiculo con chofer	5
1 aspirina infatil por 60 comprimidos	4
1 astorbastatina colesterol	4
1 asvental ( montelukast) 4 mg	4
1 atado lechuga+2 atado espinaca frescas	0
1 atencion podologica	4
1 atenolol 50 mg	4
1 atorvastatina 10 mg	4
1 azucar	0
1 baby doll + 1 baby doll	2
1 bandeja de huevos	0
1 bandeja de huevos pascua	0
1 bandeja huevos	0
1 barra de chocolate	0
1 barra de chocolate s/relleno	0
1 barra de mantecol (postre mantecol en barra)	0
1 beatle de hombre nuevo + 1 calzoncillo largos de hombre	2
1 bebida	0
1 bebida chica	0
1 bebida coca cola	0
1 bebida gaseosa	0
1 bebida gaseosa 2 lt	0
1 bebida gaseosa coca cola	0
1 bebida kem piña	0
1 bebida mini gaseosa	0
1 bermuda hombre + 1 pantalon hombre + 1 short hombre + 2 pantalones niño	2
1 bermuda niño9 + 1 polera niño	2
1 betagen gotas para ojos humectacion	4
1 bidon agua purificada	0
1 bidon de 15 kilos	3
1 bidon detergente para ropa	3
1 bidon limpia pisos	3
1 bion 3 energizante para la depresion	4
1 bion 3 vitaminas	4
1 bisopril medicamento corazon	4
1 blue jean mujer, 1 polera mujer, 1 camisa, y 1 camiseta mujer	2
1 blue jeans hombre (wrangler)	2
1 blusa adulto mujer	2
1 blusa de mujer + 1 falda mujer	2
1 blusa mujer + 1 pantalon mujer	2
1 blusa mujer + 1 vestido + 1 vestido + 1 polera mujer	2
1 body mujer	2
1 bolsa manjar colun	0
1 bolsa pan de molde light	0
1 bolsa tenedor plastico o desechable	3
1 bolsita milo	0
1 bono consulta doctor	4
1 bono consulta medica	4
1 bono consulta oftalmologo + 1 consulta ginecologo	4
1 bono de atencion traumatologo	4
1 bosla de genero	3
1 bote adorno	3
1 botella andina sabor durazno chica	0
1 botella cocktail 12 grados	1
1 botella de pisco sour	1
1 botella de te verde	0
1 botella de vidrio de vino	1
1 botella pisco sour	1
1 botella plastica	3
1 botella ron habana club	1
1 bowl de acero	3
1 boxer niño	2
1 brocha	3
1 buffet + 2 comodas	3
1 bujia + 1 filtro bencina + filtro aire	5
1 buzo + polera	2
1 buzo hombre + 1 pantalon de hombre	2
1 buzo niño + 1 buzo niña + 1 buzo niña + 1 caqueta mujer + 1 chaqueta hombre + 1 chaqueta niña	2
1 buzo pantalon deportivo mujer+ 2 polerones deportivos mujer	2
1 cabeza de ajo	0
1 cafe grano grande	0
1 caj. de cigarrillos	1
1 caja (tiroide)eutirox remedio	4
1 caja 30 capsulas microser oidos	4
1 caja 30 capsulas piascledine (regenerar cartilago)	4
1 caja 30 comprimidos eutirox	4
1 caja 30 comprimidos lansoprasol	4
1 caja 30 comprimidos tambocor	4
1 caja 30 comprimidos, medicamento tiroides (eutirox)	4
1 caja 30 pastillas el cal d forte + 2 cajas vitamina e x 30 capsulas c/u + 2 cajas de hipoglucin x 30 pastillas c/u	4
1 caja 60 capsulas prostasan, para evitar inflamacion prostata	4
1 caja acenocumarol x 21 pastillas por caja	4
1 caja amblodipino medicamento 10 mg para presion x 30 unidades	4
1 caja amitriptilina x 60 past. para relajarse dormir, anti depresivo	4
1 caja amplex x 30 pastillas x 180 mg l1	4
1 caja analapril	4
1 caja anticonceptiva	4
1 caja anticonceptivo	4
1 caja anticonceptivo en pastillas	4
1 caja anticonceptivos	4
1 caja anticonceptivos (x 1 mes) acotol	4
1 caja antoconceptivo	4
1 caja anubulatorio (anticonceptivos)	4
1 caja aradix (tratamiento deficit atencional)	4
1 caja armonil x 30 pastillas relajacion	4
1 caja aspirina	4
1 caja aspirina 100 para corazon	4
1 caja aspirina 100 para el corazon	4
1 caja aspirina 100mg (hipertension)	4
1 caja aspirina infantil x 42 pastillas	4
1 caja atenolol	4
1 caja aton vastatina x 20 mg x 30 pastillas	4
1 caja atorvastatina (30 comprimidos)	4
1 caja atorvastatina para pancreas	4
1 caja betaloc	4
1 caja bion transit medicamento colon 30 capsulas	4
1 caja bisopril (comprimidos) + 1 caja aspirina 100 mg + 1 caja losartan	4
1 caja cardioaspirina para el corazon	4
1 caja cardioaspirina x 60 pastillas	4
1 caja cardiospirina	4
1 caja carvedil x 30 comprimidos controla la hipertension arterial	4
1 caja ciclobenzaprina x 20 comprimidos para dormir	4
1 caja cinacalcet 30 mg	4
1 caja cinarizina 25 mg x 45 comprimidos	4
1 caja clinomax x 30 pastillas menopausia	4
1 caja colageno hidrolizado	4
1 caja complejo b 60 capsulas metabolismo	4
1 caja comprimidos (presion)	4
1 caja comprimidos clinne	4
1 caja comprimidos trayenta (para diabetes)	4
1 caja de 30 comprimidos metformina	4
1 caja de acido folico (tabletas) x 30 comprimidos	4
1 caja de acido folico x30 pastillas	4
1 caja de amplex x 30 pastillas reguladoras de presion arterial	4
1 caja de anticonceptivos pastilla	4
1 caja de antidepresivo x 30 pastilla (nusedetina ayuda al dolor)	4
1 caja de artesol 100 ml anticoagulante	4
1 caja de autirox + 1 caja de anticonceptivos	4
1 caja de calcio menopausia precoz	4
1 caja de capsulas de 30 unidades de gotely para tratamiento urologico	4
1 caja de cardioaspirina 30 comp.	4
1 caja de cartilar (cartilagos)	4
1 caja de carton	3
1 caja de ciclobenzapina	4
1 caja de ciclomex 20 cd anticonceptivas tabletas	4
1 caja de clinomax (menopausia 30 pastillas	4
1 caja de clonixinato de lisina	4
1 caja de diltiazem clorhidrato 90 mg	4
1 caja de eutirox	4
1 caja de eutirox (tiroides)	4
1 caja de famotibina	4
1 caja de farmacia diureticox 30 pastillas para diabeticos	4
1 caja de gastrolen x 30 comprimidos	4
1 caja de gotelli x 30 pastillas para la prostata	4
1 caja de grafformina x 30 capsulas y metformina	4
1 caja de hipoglucin (comprimidos)	4
1 caja de inyecciones anticonceptiva	4
1 caja de kaloba (para la tos y resfrio)	4
1 caja de ketoprofeno (anti inflamatorio)	4
1 caja de medicamento chinomat	4
1 caja de medicamento ibuprofeno	4
1 caja de melatonina inductor del sueño para maximo	4
1 caja de metformina x 30 capsulas	4
1 caja de metorene clortalidona 50 mg x30 comprimidos (controla hipertension)	4
1 caja de multiflora	4
1 caja de nebapul 10 mg x 30 pastillas	4
1 caja de omega 3 x 90 capsulas para el colesterol	4
1 caja de omeprazol x 30 pastillas 10 mg	4
1 caja de oralne para acne	4
1 caja de papas deshidratadas	0
1 caja de paracetamol (dolor de cabeza)	4
1 caja de pastillas anticonceptivas 21 comprimidos	4
1 caja de pastillas anticonceptivas femmelle	4
1 caja de pastillas para la presion + 1 caja de pastillas para la tiroides + 1 caja vitaminas + 1 caja pastillas para dormir	4
1 caja de pastillas x 28 comprimidos anticonceptivos mujer marilow	4
1 caja de pregabalina (anticonpulsivo)	4
1 caja de reflexan 30 comprimidos	4
1 caja de rosuvastatina (colesterol)	4
1 caja de sumadol analgesico	4
1 caja de t4 (100 mg)	4
1 caja de tapsin 12 comp paracetamol	4
1 caja de te 100 bolsas	0
1 caja de te lipton	0
1 caja de trizol 50 mg	4
1 caja de xarelto, para prevencion de tromboenbolia venosa	4
1 caja de zoplicona 30 comprimidos	4
1 caja de zoplicona x 7,5 mg para dormir tratamiento insomnio x 30 comprimidos	4
1 caja desloratadina 5 mg x 30 comprimidos para alergia	4
1 caja diclofenaco sodico antinflamattorio	4
1 caja digoxina + 1 caja furosimida + 1 vartalon 160 mg + 1 caja neosintrol	4
1 caja digoxina 0.25 mg x 30 pastillas valvula mito desbloquear	4
1 caja dualten x 30 pastillas anticoagulante	4
1 caja duodart	4
1 caja elcald	4
1 caja enalapril para presion	4
1 caja enterox	4
1 caja eutirox	4
1 caja eutirox (tiroide) l2	4
1 caja eutirox (tratamiento tiroide)	4
1 caja eutirox + 1 caja losartan + 1 caja omeprazol	4
1 caja eutirox 30 comprimidos tiroides	4
1 caja eutirox de 75 grs tiroide	4
1 caja frenaler x 12 pastillas antialergico	4
1 caja galformet 50/1000 60 capsulas	4
1 caja gamalate	4
1 caja gastrolen x 30 pastillas x gastritis erosiva	4
1 caja glamarnil	4
1 caja grafornil xr 750x 30 pastillas	4
1 caja ilimit 10 (control impulso)	4
1 caja jeringas 50 und	4
1 caja lestosan hipertension	4
1 caja levodopa x 30 comprimidos para enfermo de parkinson	4
1 caja levotiroxina (30 comprimidos)	4
1 caja levotiroxina tiroides 100 mg x 50 comprimidos l1	4
1 caja lexapro	4
1 caja loratadina x 10 mg 30 pastillas para alergia polen y acaros	4
1 caja losartan x 30 pastillas para controlar presion	4
1 caja lozartan (hipertension generico)	4
1 caja medicamento control de azucar en el cuerpo	4
1 caja medicamento para osteoporosis	4
1 caja medicamento para presion	4
1 caja medicamento presion informante	4
1 caja medicamento valvitae	4
1 caja medicamentos colageno 30	4
1 caja meformina (30 comprimidos)	4
1 caja melipass tranquilizante naturl x 60 capsulas knop	4
1 caja mensual hipoglucin (x30)	4
1 caja metamorfina diabetes	4
1 caja metformina	4
1 caja metformina (resistencia insulina generico)	4
1 caja metformina efecto prolongado	4
1 caja metformina x 30 comprimidos (intelerancia a la lactosa	4
1 caja miafem (anticonceptiva)	4
1 caja mooleratus rosuvastatina 20x30 mg	4
1 caja omega 3	4
1 caja para guardar y medir angulos	3
1 caja paracetamol 16 capsulas	4
1 caja paracetamol x 10 pastilals para el dolor de cabeza	4
1 caja pastillas anticonceptivas	4
1 caja pastillas anticonceptivas femelle	4
1 caja pastillas anticonceptivas lady ten 35	4
1 caja piascledine 30 comprimidos	4
1 caja piascledine x 30 comprimidos antiinflamatorio, dolores musculares	4
1 caja postrat, 40 comprimidos	4
1 caja pricavalina dolores de huesos	4
1 caja ravotril crisis de panico	4
1 caja recaxin x 60 comprimidos	4
1 caja remedios para tiroides	4
1 caja sentralina 50 mg x 30	4
1 caja sulfato ferroso prevencion anemia	4
1 caja topiramato (30 und)	4
1 caja tripilix medicamento	4
1 caja utirox para toroides	4
1 caja valvitae x 28 comprimidos regulador presion	4
1 caja vitamina e caida de pelo	4
1 caja vitamonas neurobionta	4
1 caja x 10 pastillas congestex para el dolor de cabeza	4
1 caja x 20 capsulas araolit para concentracion linea 3	4
1 caja x 30 comprimidos levotiroxina	4
1 caja x 30 pastillas de aradix para la concentracion l5	4
1 caja xarelto	4
1 caja zopiclona x 30 pastillas para dormir	4
1 caja zoplicona 7.5 mg x 30 capsulas para dormir	4
1 caja zoplicona relajante para dormir	4
1 cajas remedios eutirox (tiroides) + 1 caja clorferamina (alergia)	4
1 cajetilla 20 cigarros malboro silver	1
1 cajetilla ciagarro	1
1 cajetilla cigaros	1
1 cajetilla cigarrillos 20 unidades	1
1 cajetilla cigarro	1
1 cajetilla cigarro 10 unidad	1
1 cajetilla cigarros	1
1 cajetilla cigarros luck 20	1
1 cajetilla cigarros lucky str	1
1 cajetilla de cigarro (10)	1
1 cajetilla de cigarros	1
1 cajetilla de cigarros 20	1
1 cajetilla de cigarros 20 u belmont	1
1 cajetilla de cigarros belmont	1
1 cajetilla phillips morris	1
1 cajitas de leche colun entera (colacion)	0
1 calcio	4
1 calza niña + 1 poleron niña	2
1 calza niña + 2 polera niña	2
1 cama 2,5 plazas+1 respaldo+2 veladores+1 comoda	3
1 cama matrimonial king+2 camas 1 1/2	3
1 cama nido 1 plaza y media (con dos colchones + almohadas + juego de sabanas)	3
1 cambio de aceite + 1 filtro	5
1 cambio de aceite + 1 lubricante + 1 mantencion general	5
1 cambio de aceite + 1 revision de frenos+ 1 alineacion y balanceo + 1 arreglo vidrio derecho+ 1 niveles de luces	5
1 cambio de bomba de bencina + 1 limpieza de inyectores + 1 cambuo bujias + 2 bobinas repuesto	5
1 cambio pastillas freno + 1 cambio de aceite y filtro de aire + 1 suspencion trasera	5
1 camisa +1 chaqueta	2
1 camisa hombre + 1 chaleco niño	2
1 camisa hombre + 2 poleras hombre + 3 calzas de niña + 2 polera m. larga niña + 2 polerones niña	2
1 camisa hombre adulto + 1 pantalon dama adulto + 1 blusa mujer adulto + 1 panty de niño pequeña	2
1 camisa hombre+1 pantalon hombre +1 chaqueta hombre	2
1 camisa johnson hombre	2
1 camisa+ 1 polera+ 2 shorts	2
1 camiseta mujer	2
1 capa de colegio niño	2
1 carcasa para celular + 1 lamina para celular	6
1 carcasa para telefono celular prepago + 1 protector para telefono no celular prepago	6
1 carga (flete)	5
1 carga bip	5
1 carga celular prepago	6
1 carga de celular virgin	6
1 carga monedero tarjeta bip	5
1 carga pase escolar	5
1 carga prepago	6
1 carga tarjeta vip	5
1 carga telefono celular	6
1 carga telefono celular mensual	6
1 carrera taxi aeropuerto- coyhaique - balmaceda	5
1 cebolla	0
1 cebolla fresca granel	0
1 cecinas de cerdo a granel	0
1 cefalmin y 4 diclofenaco	4
1 celebra para dolores	4
1 celedox dolor de espalda	4
1 celular prepago	6
1 centrum cardio (50 comprimidos)	4
1 cera + 1 und silicona + 1 und shampoo de auto	5
1 cerveza	1
1 cerveza torobayo	1
1 chal + blusa mujer	2
1 chalas hombre + 2 mujeres (regalo)	2
1 chaleca mujer	2
1 chaleco + 1 poleron para mujer	2
1 chaleco colegio institucional para 7 basico	2
1 chaleco hombre + 1 pantalon hombre + 1 polera hombre + 1 camisa hombre + 1 casaca hombre	2
1 chaleco mujer + 2 calzones mujer	2
1 chaleco para mujer + 1 polera para mujer + 1 par de zapatillas para niña+-99 calcetines para niña+-99 calzones para niña	2
1 chaleco+1 blusa+1 pantalon+3 par calcetas	2
1 chalecos + 2 pantalones mujer	2
1 chaqueta dama+ 1 polera dama+1 blusa dama	2
1 chaqueta de niña, pantalon de niña y 1 polera de niña	2
1 chaqueta de niño y 5 poleras de niño	2
1 chaqueta de polar (jardin)	2
1 chaqueta escolar + 2 pantalones escolar	2
1 chaqueta gamuza americanino	2
1 chaqueta hombre adulto + poleras hombre adulto y niños + 2 vestido de mujer adulto	2
1 chaqueta huaso + 1 sombrero de huaso	2
1 chaqueta mujer + 1 bluza mujer + 1 pantalon mujer	2
1 chaqueta mujer + 1 chaleco mujer	2
1 chaqueta mujer + 1 chaqueta niño+1 poleron niño + 1 poleron mujer + 1 calzas+medias+calcetines (mujer)	2
1 chaqueta mujer+1 pantalon mujer+1 blusa mujer	2
1 chaqueta niña + 1 calza niña + 2 polerones niña + 2 poleras niña	2
1 chaquetas mujer+ 1 jeans mujer	2
1 chips movistar	6
1 cierre + hilo	2
1 cierre chaleco perrita	2
1 cierre de poleron	2
1 cigarro	1
1 cigarro caja 20 unidades kent	1
1 cigarro kent	1
1 cigarro kent 4 (20 unidades)	1
1 cigarro suelto	1
1 cilantro fresco	0
1 cinta de bordar	2
1 cinta maskingtape	3
1 cinturon mujer	2
1 cloro chico	3
1 cloro maxi gel	3
1 clorox lavanda	3
1 coliflor + 1 brocoli	0
1 compra agregada de 2 cuadros dama+ 2 sostenes dama+ 1 par de pantys dama	2
1 consulta a endrocrinologo	4
1 consulta dental+1 tratamiento dental limpieza	4
1 consulta endocrinologo	4
1 consulta flevologa + 1 consulta reumatologo + 1 consulta ginecologo + 1 consulta epatologo	4
1 consulta gastroenterologo	4
1 consulta med. general	4
1 consulta medica al cardiologo	4
1 consulta medica al nefrologo	4
1 consulta medica dental adulto mayor + 1 tratamiento de conducto adulto mayor	4
1 consulta medico general	4
1 consulta psicologo mensual	4
1 consulta psiquiatrica	4
1 consulta psiquiatrica mensual	4
1 consulta urologo	4
1 control de sangre	4
1 control dentista	4
1 corbata del colegio	2
1 corbata niño	2
1 cordon + lentejuelas	2
1 corona dental	4
1 corte de genero (tipo algodon)	2
1 costillar cerdo envasado	0
1 cosulta ginecologo+2 consultas ginecologo	4
1 cotona blanca	2
1 cotona niña	2
1 cotona niño	2
1 crema alivia varices lefkaflam	4
1 crema antiescaras biocure	4
1 crema clotrimazol	4
1 crema en polvo en sobre	0
1 crema topica clotrimazol 15 grs (hongos pies preventivo)	4
1 cubrecama 2 1/2 plazas king ( regalo para matrimonio)	3
1 cubrecama 2 plazas	3
1 cuota pago de enfermera para el cuidado de adulto mayor	4
1 delantal	2
1 delantal blanco	3
1 delantal blanco clases universidad	2
